province,city,type,kode_faskes,NamaFaskes,gmap_url,address,telephone,lat,lng
Sulawesi Tenggara,Kota Bau-Bau,Klinik Utama,0276U007,dr. Anna Yuliana,"http://maps.google.co.id/?q=-5.471145,122.598255",Jl. Hos Cokroaminoto,62-81386014834,-5.471145,122.598255
Sulawesi Tenggara,Kota Bau-Bau,Klinik Pratama,02760009,Poskes 07.10.20 Bau-Bau,"http://maps.google.co.id/?q=-5.458959,122.612606",Jend. Sudirman No.80,0-081341970565,-5.458959,122.612606
Sulawesi Tenggara,Kota Bau-Bau,Klinik Pratama,02760010,Klinik Polres Bau - Bau,"http://maps.google.co.id/?q=-5.458386,122.612815",Jl. Cut Nyak Dien No. 1,0402-2811346,-5.458386,122.612815
Sulawesi Tenggara,Kota Bau-Bau,Klinik Pratama,0276B001,Klinik Sehati Indonesia,"http://maps.google.co.id/?q=-5.463118,122.594408",Jln. Erlangga,0402-2822557,-5.463118,122.594408
Sulawesi Tenggara,Kota Bau-Bau,Klinik Pratama,0276B002,Klinik Medika Baubau,"http://maps.google.co.id/?q=-5.459351,122.607123",Jln. Wr. Monginsidi No. 66,0-08219594327,-5.459351,122.607123
Sulawesi Tenggara,Kab. Buton,Rumah Sakit,0343R001,RSUD Kab. Buton,"http://maps.google.co.id/?q=-5.525018,122.838992",Link Laburunci Pasarwajo,08534188709,-5.525018,122.838992
Sulawesi Tenggara,Kab. Buton,Puskesmas,03430001,Barangka (Buton),"http://maps.google.co.id/?q=-5.529739,122.848072",Desa Barangka,0-085210306149,-5.529739,122.848072
Sulawesi Tenggara,Kab. Buton,Puskesmas,03430005,Tuangila,"http://maps.google.co.id/?q=-5.246789,122.575302",Poros Tuangila Labuan,0-081342723216,-5.246789,122.575302
Sulawesi Tenggara,Kab. Buton,Puskesmas,03430006,Wabula,"http://maps.google.co.id/?q=-5.609904,122.859598",Ds. Wabula,0-081343654422,-5.609904,122.859598
Sulawesi Tenggara,Kab. Buton,Puskesmas,03430008,Wajah Jaya,"http://maps.google.co.id/?q=-5.264487,123.194788",Jl. Merdeka No. Ds. Wajah Jaya,0-0813 4211 60,-5.264487,123.194788
Sulawesi Tenggara,Kab. Buton,Puskesmas,03430011,Wolowa,"http://maps.google.co.id/?q=-5.439451,122.891631",Ds. Wolowa,0-85241509665,-5.439451,122.891631
Sulawesi Tenggara,Kab. Buton,Puskesmas,19030201,Pasar Wajo,"http://maps.google.co.id/?q=-5.496855,122.845558",Jln Protokol Pasar Wajo,0-082194898513,-5.496855,122.845558
Sulawesi Tenggara,Kab. Buton,Puskesmas,19030202,Banabungi,"http://maps.google.co.id/?q=-5.528882,122.84781",Takimpo,0-85241542372,-5.528882,122.84781
Sulawesi Tenggara,Kab. Buton,Puskesmas,19030203,Wakaokili,"http://maps.google.co.id/?q=-5.471861,122.755739",Poros Pasarwajo Bau-Bau Km 24,0-085312606479,-5.471861,122.755739
Sulawesi Tenggara,Kab. Buton,Puskesmas,19030401,Kapontori,"http://maps.google.co.id/?q=-5.219151,122.814328",Kel Watumotobe,0-81524743270,-5.219151,122.814328
Sulawesi Tenggara,Kab. Buton,Puskesmas,19031901,Lasalimu,"http://maps.google.co.id/?q=-5.250623,123.160865",Poros Bau Bau Kamaru,0-081245814097,-5.250623,123.160865
Sulawesi Tenggara,Kab. Buton,Puskesmas,19031902,Siontapina,"http://maps.google.co.id/?q=-5.43548,122.913134",Ds. Matanauwe,0-81341824408,-5.43548,122.913134
Sulawesi Tenggara,Kab. Buton,Puskesmas,19031903,Lasalimu Selatan,"http://maps.google.co.id/?q=-5.318457,123.163117",Ds. Ambuau Indah,0-085241701440,-5.318457,123.163117
Sulawesi Tenggara,Kab. Buton,Puskesmas,19031904,Lawele,"http://maps.google.co.id/?q=-5.227765,122.964445",Ds. Lawele,0-085241816641,-5.227765,122.964445
Sulawesi Tenggara,Kab. Buton,Klinik Utama,0343U002,dr. SITTI RACHMAWATY,"http://maps.google.co.id/?q=-5.510617,122.840157",Jl. Ki Hajar Dewantara,0-081355071507,-5.510617,122.840157
Sulawesi Tenggara,Kab. Buton,Klinik Utama,0343U007,dr. Hj. ADOLFINA,"http://maps.google.co.id/?q=-5.501332,122.842302",Jl. Ki Hajar Dewantara,0-081341577064,-5.501332,122.842302
Sulawesi Tenggara,Kab. Buton,Klinik Pratama,03430012,Klinik Polres Buton,"http://maps.google.co.id/?q=-5.522999,122.843308",Jl. Poros Pasar Wajo Km 6,0-085239435457,-5.522999,122.843308
Sulawesi Tenggara,Kab. Muna,Rumah Sakit,1902R001,RSUD Kab. Muna,"http://maps.google.co.id/?q=-4.844959,122.721602",Jl. Ahmad Yani No.10 Raha,0403-2521065,-4.844959,122.721602
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470001,Bone,"http://maps.google.co.id/?q=-5.1883549,122.487602", Jln Poros Raha Bone Kecamatan,0-085241138109,-5.1883549,122.487602
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470002,Kontukowuna,"http://maps.google.co.id/?q=-4.9565541,122.5203019","Desa Bahutara,Kec. Kontukowuna",0-082349467750,-4.9565541,122.5203019
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470005,Towea,"http://maps.google.co.id/?q=-5.379348,122.7124903",Jl. Poros Moasi Lakarama,0-081341837687,-5.379348,122.7124903
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470006,Batukara,"http://maps.google.co.id/?q=-4.6930079,122.8761309",Poros Pure- Maligano,081341883508,-4.6930079,122.8761309
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470007,Pasikolaga,"http://maps.google.co.id/?q=-5.0081031,122.7971649",Jl. Poros Tampunabale,0-085399962833,-5.0081031,122.7971649
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470102,Dana,"http://maps.google.co.id/?q=-4.8072789,122.6447001",Poros Raha Masara,0-'08525640304,-4.8072789,122.6447001
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470106,Wakobhalu,"http://maps.google.co.id/?q=-4.9525823,122.4297369",Wakobhalu,0-085299923927,-4.9525823,122.4297369
Sulawesi Tenggara,Kab. Muna,Puskesmas,03470107,Walengkabola,"http://maps.google.co.id/?q=-4.913149,122.6194",Jalan Trans,0-'08524169447,-4.913149,122.6194
Sulawesi Tenggara,Kab. Muna,Puskesmas,03472601,Waara,"http://maps.google.co.id/?q=-4.895551,122.698371",Jl. Poros Raha-Napabale,0-081935235566,-4.895551,122.698371
Sulawesi Tenggara,Kab. Muna,Puskesmas,03472701,Wakumoro,"http://maps.google.co.id/?q=-5.0727558,122.5203019",Poros Raha - Wamengkoli,0-085241532673,-5.0727558,122.5203019
Sulawesi Tenggara,Kab. Muna,Puskesmas,03472901,Marobo,"http://maps.google.co.id/?q=-5.1229555,122.3447611",Jln Poros  Marobo- Mawasangka,0-0812 4598 48,-5.1229555,122.3447611
Sulawesi Tenggara,Kab. Muna,Puskesmas,03473001,Pasir Putih,"http://maps.google.co.id/?q=-5.0424945,122.8197329",Jln.Lorong Puskesmas,0-082193365597,-5.0424945,122.8197329
Sulawesi Tenggara,Kab. Muna,Puskesmas,03473101,Bata Laiworu,"http://maps.google.co.id/?q=-4.799511,122.706842",Jl. Wirabuana Desa Wawesa,0-085242667522,-4.799511,122.706842
Sulawesi Tenggara,Kab. Muna,Puskesmas,03473201,Labasa,"http://maps.google.co.id/?q=-5.1826721,122.5174729",Jl. Poros Raha - Wamengkoli,,-5.1826721,122.5174729
Sulawesi Tenggara,Kab. Muna,Puskesmas,19020101,Katobu,"http://maps.google.co.id/?q=-4.8303032,122.7124903",Jl. Gatot Subroto,0-0812 4329 20,-4.8303032,122.7124903
Sulawesi Tenggara,Kab. Muna,Puskesmas,19020301,Tampo,"http://maps.google.co.id/?q=-4.656827,122.676003",Napabalano Muna,0-085241757592,-4.656827,122.676003
Sulawesi Tenggara,Kab. Muna,Puskesmas,19020601,Tongkuno,"http://maps.google.co.id/?q=-4.913149,122.6194",Jl. Jendral Sudirman No.1,0-081242402465,-4.913149,122.6194
Sulawesi Tenggara,Kab. Muna,Puskesmas,19020801,Wakorumba Selatan,"http://maps.google.co.id/?q=-4.9058159,122.8761309",Sangia Pure No.1,0-081342668472,-4.9058159,122.8761309
Sulawesi Tenggara,Kab. Muna,Puskesmas,19021101,Kabawo,"http://maps.google.co.id/?q=-4.997059,122.5146439",Poros Raha Wamengkoli,0-085342422106,-4.997059,122.5146439
Sulawesi Tenggara,Kab. Muna,Puskesmas,19021201,Parigi,"http://maps.google.co.id/?q=-5.088234,122.446268",Desa Wasolangka,0-081354391923,-5.088234,122.446268
Sulawesi Tenggara,Kab. Muna,Puskesmas,19021301,Lohiya,"http://maps.google.co.id/?q=-4.909134,122.747299",Jl. Poros Lohia,0-085215241966,-4.909134,122.747299
Sulawesi Tenggara,Kab. Muna,Puskesmas,19021401,Maligano,"http://maps.google.co.id/?q=-4.6930079,122.8761309",Poros Maligano Ronta,0-085231191991,-4.6930079,122.8761309
Sulawesi Tenggara,Kab. Muna,Puskesmas,19021601,Kabangka,"http://maps.google.co.id/?q=-4.9662969,122.424074",Jl. Poros Lakandito,0-081245556410,-4.9662969,122.424074
Sulawesi Tenggara,Kab. Muna,Puskesmas,19021701,Wapunto,"http://maps.google.co.id/?q=-4.8631826,122.720961",Jl. Sutan Syahrir,0-085241747214,-4.8631826,122.720961
Sulawesi Tenggara,Kab. Muna,Puskesmas,19021801,Mabodo,"http://maps.google.co.id/?q=-4.836718,122.688698",Jl. Poros Raha- Wakuru Km. 10,0-082339942668,-4.836718,122.688698
Sulawesi Tenggara,Kab. Muna,Puskesmas,19022001,Lasalepa,"http://maps.google.co.id/?q=-4.7379743,122.695547",Jl.Poros Raha - Tampo,0-081341632406,-4.7379743,122.695547
Sulawesi Tenggara,Kab. Muna,Puskesmas,19022501,Watopute,"http://maps.google.co.id/?q=-4.7853627,122.6390489",Jl. Poros Raha-Wamengkoli Km.5,0-0822 9222 29,-4.7853627,122.6390489
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U003,dr. WA ODE FIL HAYAH FITRI,"http://maps.google.co.id/?q=-4.8303032,122.7124903",Jln. S. Sukowati,0-081343864354,-4.8303032,122.7124903
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U004,dr. Hj. WA ODE ASWATI,"http://maps.google.co.id/?q=-4.909133,122.747297",Jl. Jenderal Sudirman No. 49 R,0-085241771500,-4.909133,122.747297
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U005,dr. TUTUT PURWANTO,"http://maps.google.co.id/?q=-4.82929,122.720745","Jl. Paelangkuta, No. 37",0-04032525122,-4.82929,122.720745
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U006,dr. LAODE MUNANDAR,"http://maps.google.co.id/?q=-4.785625,122.6390488",Jl. Tenggiri,0-085394523003,-4.785625,122.6390488
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U009,dr. Marsaban,"http://maps.google.co.id/?q=-4.877274,122.718208",Jl. Sultan Syahrir,0-081325797770,-4.877274,122.718208
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U010,dr. Veri Ismiyati,"http://maps.google.co.id/?q=-4.8267784,122.6741682",Jl. Poros Raha - Wamengkoli,0-'08124180193,-4.8267784,122.6741682
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U011,dr. LELLY MARLINA,"http://maps.google.co.id/?q=-4.844251,122.723545",Jln. Basuki Rahmat No.10 ,0-08114090602,-4.844251,122.723545
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U012,dr. Muhiddin Aksa,"http://maps.google.co.id/?q=-4.834625,122.724847",Jl. Ahmad Yani No. 69,0-08114094559,-4.834625,122.724847
Sulawesi Tenggara,Kab. Muna,Klinik Utama,0347U013,dr. Istiqamah,"http://maps.google.co.id/?q=-4.8296,122.725495",Jln Srikaya No. 2,0-081342502205,-4.8296,122.725495
Sulawesi Tenggara,Kab. Muna,Klinik Pratama,03470008,Poskes 07.10.21 Raha,"http://maps.google.co.id/?q=-4.799511,122.706842",Gatoto Subroto No.20,0-081341696024,-4.799511,122.706842
Sulawesi Tenggara,Kab. Muna,Klinik Pratama,03470009,Klinik Polres Muna,"http://maps.google.co.id/?q=-4.909135,122.747294",Jl. By Pass No.1 Raha,0-085255050102,-4.909135,122.747294
Sulawesi Tenggara,Kab. Konawe,Rumah Sakit,1901R001,RSU Kab. Konawe,"http://maps.google.co.id/?q=-3.858447,122.049686",Jl. Diponegoro  No. 301,0-040821042,-3.858447,122.049686
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480001,Puriala,"http://maps.google.co.id/?q=-4.058099,122.107246",Desa Watundehoa,0408-081342270,-4.058099,122.107246
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480002,Anggaberi,"http://maps.google.co.id/?q=-3.775927,122.105264",Desa Anggaberi,0408-085299485,-3.775927,122.105264
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480102,Besulutu,"http://maps.google.co.id/?q=-3.978764,122.333636",Desa Asunde,0408-0000000,-3.978764,122.333636
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480607,Kapoiala,"http://maps.google.co.id/?q=-3.856388,122.481215",Jalan Poros Kelurahan Kapoiala,0408-081341522,-3.856388,122.481215
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480608,Latoma,"http://maps.google.co.id/?q=-3.86857,122.052245",Kec. Latoma,085340845657,-3.86857,122.052245
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480609,Asinua,"http://maps.google.co.id/?q=-3.856622,122.069523",Kec. Asinua,0401-085241522,-3.856622,122.069523
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480610,Routa,"http://maps.google.co.id/?q=-3.080715,121.67412",Kec. Routa,,-3.080715,121.67412
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480611,Wonggeduku Barat,"http://maps.google.co.id/?q=-3.918649,122.137146",Kel. Wonggeduku,,-3.918649,122.137146
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480612,Anggalomoare,"http://maps.google.co.id/?q=-3.964752,122.436583",Kel. Anggalomoare,,-3.964752,122.436583
Sulawesi Tenggara,Kab. Konawe,Puskesmas,03480613,Morosi,"http://maps.google.co.id/?q=-3.935049,122.427008",Kel. Morosi,,-3.935049,122.427008
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010101,Unaaha,"http://maps.google.co.id/?q=-3.859656,122.052602",Jl. Inowa No.77,0408-2421012,-3.859656,122.052602
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010201,Abuki,"http://maps.google.co.id/?q=-3.627804,121.947444",Abuki,08524153566,-3.627804,121.947444
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010202,Alosika,"http://maps.google.co.id/?q=-3.690394,121.87546",Desa Alosika,0408-085241550,-3.690394,121.87546
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010203,Tongauna,"http://maps.google.co.id/?q=-3.777868,122.01408",Jl Tongauna,08134173503,-3.777868,122.01408
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010301,Wawotobi,"http://maps.google.co.id/?q=-3.849279,122.141077",Kel. Wawotobi,0408-085342215,-3.849279,122.141077
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010302,Ahuhu,"http://maps.google.co.id/?q=-3.819987,122.190583",Desa Ahuhu,0408-085257254,-3.819987,122.190583
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010303,Tawanga,"http://maps.google.co.id/?q=-3.895586,122.110505",Tawanga,0408-085241674,-3.895586,122.110505
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010401,Pondidaha,"http://maps.google.co.id/?q=-3.951079,122.238677",Kel. Pondidaha,081245243393,-3.951079,122.238677
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010402,Amonggedo Baru,"http://maps.google.co.id/?q=-3.881646,122.250814",Desa Amonggedo,08524155666,-3.881646,122.250814
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010403,Wonggeduku,"http://maps.google.co.id/?q=-3.951992,122.152191",Kel. Wonggeduku,08134367233,-3.951992,122.152191
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010501,Lambuya,"http://maps.google.co.id/?q=-4.009167,122.026987",Lambuya,08524201415,-4.009167,122.026987
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010503,Onembute,"http://maps.google.co.id/?q=-4.01728,121.960975",Onembute,0811-4097235,-4.01728,121.960975
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010505,Uepai,"http://maps.google.co.id/?q=-4.01728,121.960975",Poros Uepai,08529842372,-4.01728,121.960975
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010601,Sampara,"http://maps.google.co.id/?q=-3.974892,122.398165",Desa Pohara,0811400084,-3.974892,122.398165
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19010602,Laosu,"http://maps.google.co.id/?q=-3.865549,122.440983",Laosu,08524167604,-3.865549,122.440983
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19011601,Soropia,"http://maps.google.co.id/?q=-3.923907,122.61638",Soropia,08524152647,-3.923907,122.61638
Sulawesi Tenggara,Kab. Konawe,Puskesmas,19011602,Lalonggasumeeto,"http://maps.google.co.id/?q=-3.907468,122.526228",Desa Lalonggasumeeto,0811406353,-3.907468,122.526228
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U010,Dr. Abdul Rahman Matta,"http://maps.google.co.id/?q=-3.968379,122.458552",Jl. Poros Kendari - Kolaka,085241720020,-3.968379,122.458552
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U011,Dr. Hj. Mawarti Arumi,"http://maps.google.co.id/?q=-3.911918,122.056661",Jl. Perintis No. 50 Matahoalu,085233144395,-3.911918,122.056661
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U012,Muhammad Natsir,"http://maps.google.co.id/?q=-3.862478,122.058114",Jl. Adipura,08134160890,-3.862478,122.058114
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U014,"dr. MOH. SOHIBUL KIROM, M.Kes","http://maps.google.co.id/?q=-3.931898,122.173963",Jl. Poros Kendari-Kolaka,81243612516,-3.931898,122.173963
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U016,Dr. Endang Sriwati,"http://maps.google.co.id/?q=-3.820372,122.003724",Desa Andeposandu Kecamatan Ton,81242454665,-3.820372,122.003724
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U018,dr. Ramayanti Lasandara,"http://maps.google.co.id/?q=-3.87768,122.116221","Jl. Sultan Hasanuddin, No. 88",085241601999,-3.87768,122.116221
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U019,dr. BUDI ARISANDI ACHMAD,"http://maps.google.co.id/?q=-3.877454,122.110489",Poros Kendari - Unaaha KM 46,082187426778,-3.877454,122.110489
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U020,dr. Muhammad Deriyatmiko,"http://maps.google.co.id/?q=-3.866187,122.067264","Jl. Jendral Sudirman, No. 13",081318807132,-3.866187,122.067264
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U021,dr. H. Ilham Umar Silondae,"http://maps.google.co.id/?q=-3.864441,122.06061",Jl. Jend. Sudirman No. 34,62-08114011981,-3.864441,122.06061
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,0348U022,dr. Sabrina,"http://maps.google.co.id/?q=-3.857719,122.035","Jl. Sapati, Kel. Tumpas",08114032401,-3.857719,122.035
Sulawesi Tenggara,Kab. Konawe,Klinik Utama,1901U001,"dr. H. Mardisantosa, M.Kes","http://maps.google.co.id/?q=-3.869703,122.047424",Konggoasa No. 83,085241873261,-3.869703,122.047424
Sulawesi Tenggara,Kab. Konawe,Klinik Pratama,03480003,Klinik Polres Konawe,"http://maps.google.co.id/?q=-3.854877,122.041494",Jl. Bhayangkara,081342749049,-3.854877,122.041494
Sulawesi Tenggara,Kab. Konawe,Klinik Pratama,03480004,Klinik SPN,"http://maps.google.co.id/?q=-3.837009,122.132315",Jl. Vatiainoa,081342749049,-3.837009,122.132315
Sulawesi Tenggara,Kab. Konawe,Klinik Pratama,0348B001,Klinik Medika,"http://maps.google.co.id/?q=-3.868468,122.048768","Konggoasa, No. 89",082190061011,-3.868468,122.048768
Sulawesi Tenggara,Kab. Kolaka,Rumah Sakit,1904R001,Blud Rs Benyamin Guluh Kolaka,"http://maps.google.co.id/?q=-4.05379,121.596706",Jl.Dr.Sutomo No.1 Kolaka,0405-2321042,-4.05379,121.596706
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,03490002,Polinggona,"http://maps.google.co.id/?q=-4.429251,121.589034",Jalan Poros Polinggona,08534151981,-4.429251,121.589034
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,03490107,Iwoimendaa,"http://maps.google.co.id/?q=-3.682591,121.408421",Jln. Nirannuang No. 05,0401-085243265,-3.682591,121.408421
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040401,Kolaka,"http://maps.google.co.id/?q=-4.041046,121.676595",kelurahan lalombaa,08524168561,-4.041046,121.676595
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040402,Latambaga,"http://maps.google.co.id/?q=-4.019225,121.547738",Jl.Air Panas,,-4.019225,121.547738
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040501,Wundulako,"http://maps.google.co.id/?q=-4.113216,121.678673",Jl.Lasipole,62-08124279503,-4.113216,121.678673
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040502,Baula,"http://maps.google.co.id/?q=-4.18263,121.699726",Baula,08134223150,-4.18263,121.699726
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040601,Pomalaa,"http://maps.google.co.id/?q=-4.177081,121.608655",Dawi-Dawi,08124175062,-4.177081,121.608655
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040701,Toari,"http://maps.google.co.id/?q=-4.557929,121.499026",Toari,08569695672,-4.557929,121.499026
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040702,Watubangga,"http://maps.google.co.id/?q=-4.464345,121.696172",Watubangga,,-4.464345,121.696172
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040703,Tangketada,"http://maps.google.co.id/?q=-4.440534,121.698342",Poros Tanggetada,62-08524022624,-4.440534,121.698342
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040801,Wolo,"http://maps.google.co.id/?q=-3.771585,121.309048",Wolo,08524187484,-3.771585,121.309048
Sulawesi Tenggara,Kab. Kolaka,Puskesmas,19040802,Tosiba,"http://maps.google.co.id/?q=-3.931978,121.39997",Tosiba,08525586633,-3.931978,121.39997
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U007,Dr. Hj. Jeanette Luhukay,"http://maps.google.co.id/?q=-4.050114,121.597537",Jalan Pendidikan Nomor 41,085241897535,-4.050114,121.597537
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U008,Dr. Sasly Fitriana S.,"http://maps.google.co.id/?q=-4.058146,121.607994",Jl. Pemuda No.243,081355923099,-4.058146,121.607994
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U009,Andi Tenry,"http://maps.google.co.id/?q=-4.04084,121.591509",Jl. Indumo No 19 Kelurahan Wat,08124579006,-4.04084,121.591509
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U010,Kamarullah,"http://maps.google.co.id/?q=-4.169829,121.61165",Jl. Ekonomi No. 70,08124175062,-4.169829,121.61165
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U011,"dr.HJ. SRI NOVIATI, MM.Kes","http://maps.google.co.id/?q=-4.074385,121.639684",Perumnas Lalombaa No. 113 Kola,62-81341605064,-4.074385,121.639684
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U012,dr. IRA FITRIANI SABARA,"http://maps.google.co.id/?q=-4.06583,121.617282",Jl. Pintu Selatan No. 99 Kolak,62-85241629292,-4.06583,121.617282
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U013,Dr. Muhammad Aris,"http://maps.google.co.id/?q=-4.091266,121.650642",Jl. Poros Kolaka-Pomalaa,62-08124279503,-4.091266,121.650642
Sulawesi Tenggara,Kab. Kolaka,Klinik Utama,0349U014,Dr. Widiastuti,"http://maps.google.co.id/?q=-4.160799,121.684822",Jl. Poros Baula Puulemo,085240595953,-4.160799,121.684822
Sulawesi Tenggara,Kab. Kolaka,Klinik Pratama,03490007,Klinik Poskes 07.10.19 Kolaka,"http://maps.google.co.id/?q=-4.075863,121.629484",Pemuda No. 100,,-4.075863,121.629484
Sulawesi Tenggara,Kab. Kolaka,Klinik Pratama,03490008,Klinik Polres Kolaka,"http://maps.google.co.id/?q=-4.054547,121.602824",Jl. Pahlawan No. 85,,-4.054547,121.602824
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,0350R011,RS Dewi Sartika,"http://maps.google.co.id/?q=-4.036072,122.481123",Jalan Kapten Piere Tendean No.,0401-3194493,-4.036072,122.481123
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,0350R012,RS Aliyah,"http://maps.google.co.id/?q=-3.96931,122.587792",Jl. Bunggasi Poros Andounohu,0-0401,-3.96931,122.587792
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,0350R016,RSU Aliyah 2,"http://maps.google.co.id/?q=-3.977673,122.5277409",Jl.Buburanda,0401-3194844,-3.977673,122.5277409
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,1905R001,Blud Rsu Bahteramas,"http://maps.google.co.id/?q=-4.03421,122.490787",Jl Pierre Tendean,0401-3195611,-4.03421,122.490787
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,1905R002,RS. Jiwa Kendari,"http://maps.google.co.id/?q=-3.960253,122.508896",Tobuha,0401-040131224,-3.960253,122.508896
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,1905R003,RSU Santa Anna,"http://maps.google.co.id/?q=-3.969583,122.574576",Jl.Dr.Moh.Hatta No.65A Kendari,0401-3123092,-3.969583,122.574576
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,1905R004,RS. Tni Korem Dr. R. Ismoyo,"http://maps.google.co.id/?q=-3.969552,122.51566",Jl. Drs. A. Silondae,0401324716,-3.969552,122.51566
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,1905R006,RSUD Kota Kendari,"http://maps.google.co.id/?q=-3.989757,122.533408","Jl.Brigjend Z.A Sugianto ,No 3",(0401) 3005466,-3.989757,122.533408
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,1905R008,RS. Pmi Kendari,"http://maps.google.co.id/?q=-122.481123,122.5386",Jl. Mayjen S. Parman Kendari,0401-3121064,-122.481123,122.5386
Sulawesi Tenggara,Kota Kendari,Rumah Sakit,1905R009,RS Bhayangkara Kendari,"http://maps.google.co.id/?q=-3.972292,122.508011",Jalan Y.Wayong No.7,0401-3121253,-3.972292,122.508011
Sulawesi Tenggara,Kota Kendari,Puskesmas,03500001,Wua-Wua,"http://maps.google.co.id/?q=-4.001902,122.490021",Jl. Anawai,0813-081342748,-4.001902,122.490021
Sulawesi Tenggara,Kota Kendari,Puskesmas,03500002,Nambo,"http://maps.google.co.id/?q=-3.996218,122.605015",Kel. Nambo,,-3.996218,122.605015
Sulawesi Tenggara,Kota Kendari,Puskesmas,03500105,Kandai,"http://maps.google.co.id/?q=-3.970442,122.584899",Jl. Kh. Dewantara No. 30 Kelur,085241655111,-3.970442,122.584899
Sulawesi Tenggara,Kota Kendari,Puskesmas,19050102,Mata,"http://maps.google.co.id/?q=-3.974021,122.600331",Jl. Cemara No. 10,04013126948,-3.974021,122.600331
